sku_id,sku_name,category,subcategory,unit_price,cost_price,brand
SKU00666,UrbanBite Cookware Medium,Home & Kitchen,Cookware,1825.63,1431.43,UrbanBite
SKU00667,TrueTaste Cooking Oil 100g,Grocery,Cooking Oil,573.95,379.39,TrueTaste
SKU00668,CrispKing Energy Drinks 1L,Beverages,Energy Drinks,219.45,167.7,CrispKing
SKU00669,MetroBrand First Aid 500g,Health & Wellness,First Aid,631.77,427.05,MetroBrand
SKU00670,BasicNeeds Writing Instruments 250ml,Stationery & Office,Writing Instruments,108.81,66.86,BasicNeeds
SKU00671,FamilyChoice Flour & Atta Family Pack,Grocery,Flour & Atta,315.04,193.04,FamilyChoice
SKU00672,FreshFarm OTC Medicine Family Pack,Health & Wellness,OTC Medicine,756.53,501.54,FreshFarm
SKU00673,GreenValley Energy Drinks 500g,Beverages,Energy Drinks,139.56,85.76,GreenValley
SKU00674,HealthFirst Vitamins & Supplements 500g,Health & Wellness,Vitamins & Supplements,736.02,410.33,HealthFirst
SKU00675,PureLife First Aid Pack of 12,Health & Wellness,First Aid,942.87,543.46,PureLife
SKU00676,ZestyCo Tea 500ml,Beverages,Tea,85.72,65.34,ZestyCo
SKU00677,EliteHome Mobile Accessories 500ml,Electronics & Accessories,Mobile Accessories,3238.81,2495.92,EliteHome
SKU00678,HomeStyle Home Decor Large,Home & Kitchen,Home Decor,627.15,481.81,HomeStyle
SKU00679,SparkleClean Cookware Large,Home & Kitchen,Cookware,443.04,305.0,SparkleClean
SKU00680,SparkleClean Cooking Oil Large,Grocery,Cooking Oil,154.23,120.89,SparkleClean
SKU00681,FreshFarm Biscuits & Cookies Small,Snacks & Confectionery,Biscuits & Cookies,80.86,54.56,FreshFarm
SKU00682,SunriseFoods Chips & Crisps Family Pack,Snacks & Confectionery,Chips & Crisps,138.95,92.49,SunriseFoods
SKU00683,CleanWave Pest Control Pack of 12,Home Care,Pest Control,247.21,165.28,CleanWave
SKU00684,NovaFresh Juices Large,Beverages,Juices,116.87,71.7,NovaFresh
SKU00685,GreenValley Cookware 2L,Home & Kitchen,Cookware,2583.23,1816.98,GreenValley
SKU00686,NatureBlend Footwear 100g,Apparel & Footwear,Footwear,1242.49,822.82,NatureBlend
SKU00687,EverydayPlus Footwear Medium,Apparel & Footwear,Footwear,1165.09,924.69,EverydayPlus
SKU00688,UrbanBite Chips & Crisps Large,Snacks & Confectionery,Chips & Crisps,220.16,130.55,UrbanBite
SKU00689,PurePlus Pulses & Lentils 2kg,Grocery,Pulses & Lentils,140.28,79.84,PurePlus
SKU00690,CleanWave Home Decor 500ml,Home & Kitchen,Home Decor,492.94,314.39,CleanWave
SKU00691,CityFresh Eggs 2L,Dairy & Bakery,Eggs,368.73,222.67,CityFresh
SKU00692,SoftTouch OTC Medicine Pack of 6,Health & Wellness,OTC Medicine,235.52,187.94,SoftTouch
SKU00693,CityFresh Storage & Containers Pack of 12,Home & Kitchen,Storage & Containers,1047.53,722.42,CityFresh
SKU00694,SunriseFoods Rice & Grains 250ml,Grocery,Rice & Grains,179.71,115.0,SunriseFoods
SKU00695,TrueTaste Sugar & Salt Medium,Grocery,Sugar & Salt,264.5,187.98,TrueTaste
SKU00696,HealthFirst Rice & Grains Medium,Grocery,Rice & Grains,246.47,163.48,HealthFirst
SKU00697,NovaFresh Soft Drinks Family Pack,Beverages,Soft Drinks,178.49,107.49,NovaFresh
SKU00698,NovaFresh Spices & Seasoning 2L,Grocery,Spices & Seasoning,231.37,150.07,NovaFresh
SKU00699,SmartBuy Kids Wear 250g,Apparel & Footwear,Kids Wear,562.89,349.89,SmartBuy
SKU00700,SmartBuy Vitamins & Supplements Medium,Health & Wellness,Vitamins & Supplements,811.54,575.7,SmartBuy
SKU00701,GreenValley Notebooks 250g,Stationery & Office,Notebooks,39.24,29.59,GreenValley
SKU00702,QuickBite Kids Wear 500g,Apparel & Footwear,Kids Wear,1621.05,997.99,QuickBite
SKU00703,SmartBuy Notebooks 2kg,Stationery & Office,Notebooks,154.86,109.23,SmartBuy
SKU00704,NatureBlend Namkeen 500g,Snacks & Confectionery,Namkeen,141.05,102.56,NatureBlend
SKU00705,FreshFarm Butter & Ghee Pack of 12,Dairy & Bakery,Butter & Ghee,86.46,55.55,FreshFarm
SKU00706,BasicNeeds Storage & Containers 500ml,Home & Kitchen,Storage & Containers,997.3,670.07,BasicNeeds
SKU00707,QuickBite Chocolates 1kg,Snacks & Confectionery,Chocolates,56.56,36.18,QuickBite
SKU00708,SmartBuy Cooking Oil 100g,Grocery,Cooking Oil,110.74,71.23,SmartBuy
SKU00709,UrbanBite Batteries 1kg,Electronics & Accessories,Batteries,2238.13,1480.64,UrbanBite
SKU00710,NutriPlus Kids Wear Pack of 12,Apparel & Footwear,Kids Wear,1549.12,966.43,NutriPlus
SKU00711,NovaFresh Writing Instruments Small,Stationery & Office,Writing Instruments,107.95,72.55,NovaFresh
SKU00712,CleanWave Writing Instruments 2kg,Stationery & Office,Writing Instruments,248.58,183.47,CleanWave
SKU00713,NovaFresh Tea 250g,Beverages,Tea,158.65,102.9,NovaFresh
SKU00714,EverydayPlus Men's Wear 2L,Apparel & Footwear,Men's Wear,1659.76,1305.17,EverydayPlus
SKU00715,BasicNeeds Home Decor Small,Home & Kitchen,Home Decor,1566.97,947.23,BasicNeeds
SKU00716,QuickBite Batteries 250g,Electronics & Accessories,Batteries,1636.45,1083.95,QuickBite
SKU00717,ZestyCo Kids Wear Small,Apparel & Footwear,Kids Wear,2112.64,1479.74,ZestyCo
SKU00718,PrimeCare Home Decor 500g,Home & Kitchen,Home Decor,1014.08,695.47,PrimeCare
SKU00719,SoftTouch Pest Control 1kg,Home Care,Pest Control,238.41,187.57,SoftTouch
SKU00720,SparkleClean Spices & Seasoning Pack of 6,Grocery,Spices & Seasoning,334.44,211.06,SparkleClean
SKU00721,GoldenHarvest Air Fresheners 100g,Home Care,Air Fresheners,182.86,117.84,GoldenHarvest
SKU00722,DailyBest Chocolates 2kg,Snacks & Confectionery,Chocolates,70.93,49.57,DailyBest
SKU00723,MetroBrand Coffee 500g,Beverages,Coffee,220.06,153.84,MetroBrand
SKU00724,BasicNeeds Juices 1kg,Beverages,Juices,69.99,52.27,BasicNeeds
SKU00725,SunriseFoods Small Appliances Small,Electronics & Accessories,Small Appliances,1737.91,1301.05,SunriseFoods
SKU00726,CrispKing Frozen Vegetables 1kg,Frozen Foods,Frozen Vegetables,974.67,538.72,CrispKing
SKU00727,PurePlus Ready Meals 100g,Frozen Foods,Ready Meals,584.82,433.38,PurePlus
SKU00728,NatureBlend Mobile Accessories 1kg,Electronics & Accessories,Mobile Accessories,3555.73,2593.79,NatureBlend
SKU00729,TrueTaste Ice Cream 250g,Frozen Foods,Ice Cream,242.64,168.98,TrueTaste
SKU00730,UrbanBite Vitamins & Supplements Pack of 6,Health & Wellness,Vitamins & Supplements,1174.55,739.08,UrbanBite
SKU00731,DailyBest Soft Drinks Family Pack,Beverages,Soft Drinks,83.14,64.58,DailyBest
SKU00732,GreenValley Home Decor 500g,Home & Kitchen,Home Decor,819.74,602.14,GreenValley
SKU00733,SoftTouch Pest Control Pack of 12,Home Care,Pest Control,434.34,266.82,SoftTouch
SKU00734,BasicNeeds Juices 250ml,Beverages,Juices,55.41,34.7,BasicNeeds
SKU00735,UrbanBite Men's Wear 250g,Apparel & Footwear,Men's Wear,2570.53,1870.35,UrbanBite
SKU00736,BasicNeeds Small Appliances Pack of 12,Electronics & Accessories,Small Appliances,1866.25,1454.58,BasicNeeds
SKU00737,NovaFresh Sugar & Salt 1kg,Grocery,Sugar & Salt,436.92,293.89,NovaFresh
SKU00738,TrueTaste Chips & Crisps 1L,Snacks & Confectionery,Chips & Crisps,109.27,84.12,TrueTaste
SKU00739,FreshFarm Flour & Atta 1L,Grocery,Flour & Atta,332.0,214.32,FreshFarm
SKU00740,NatureBlend Cheese 2L,Dairy & Bakery,Cheese,152.31,98.82,NatureBlend
SKU00741,SunriseFoods Coffee 500g,Beverages,Coffee,114.04,82.28,SunriseFoods
SKU00742,FreshFarm Batteries 1kg,Electronics & Accessories,Batteries,2557.02,1438.67,FreshFarm
SKU00743,GoldenHarvest Frozen Vegetables Small,Frozen Foods,Frozen Vegetables,759.3,443.99,GoldenHarvest
SKU00744,BasicNeeds Notebooks Large,Stationery & Office,Notebooks,185.96,136.14,BasicNeeds
SKU00745,PrimeCare Batteries 100g,Electronics & Accessories,Batteries,3612.82,2205.7,PrimeCare
SKU00746,CleanWave OTC Medicine 500ml,Health & Wellness,OTC Medicine,1030.75,612.03,CleanWave
SKU00747,TrueTaste Frozen Vegetables Large,Frozen Foods,Frozen Vegetables,807.23,461.95,TrueTaste
SKU00748,ValueChoice Sugar & Salt 2kg,Grocery,Sugar & Salt,438.67,265.93,ValueChoice
SKU00749,QuickBite Flour & Atta 500ml,Grocery,Flour & Atta,148.59,91.03,QuickBite
SKU00750,EverydayPlus OTC Medicine Large,Health & Wellness,OTC Medicine,1027.66,652.86,EverydayPlus
SKU00751,PurePlus Sugar & Salt Family Pack,Grocery,Sugar & Salt,91.09,71.47,PurePlus
SKU00752,NovaFresh Rice & Grains Pack of 6,Grocery,Rice & Grains,417.09,296.62,NovaFresh
SKU00753,PurePlus Chips & Crisps Pack of 12,Snacks & Confectionery,Chips & Crisps,180.02,130.21,PurePlus
SKU00754,EliteHome Home Decor Pack of 6,Home & Kitchen,Home Decor,2674.24,1559.58,EliteHome
SKU00755,MetroBrand Laundry 2kg,Home Care,Laundry,120.36,72.0,MetroBrand
SKU00756,TrueTaste Mobile Accessories Large,Electronics & Accessories,Mobile Accessories,2637.39,2043.1,TrueTaste
SKU00757,FamilyChoice Oral Care 100g,Personal Care,Oral Care,196.4,139.16,FamilyChoice
SKU00758,HomeStyle Candy 100g,Snacks & Confectionery,Candy,109.39,82.31,HomeStyle
SKU00759,NatureBlend Bath & Body Pack of 6,Personal Care,Bath & Body,481.66,307.96,NatureBlend
SKU00760,SmartBuy Tea Medium,Beverages,Tea,54.33,37.72,SmartBuy
SKU00761,NutriPlus Men's Wear Medium,Apparel & Footwear,Men's Wear,530.05,358.08,NutriPlus
SKU00762,MetroBrand Biscuits & Cookies Pack of 12,Snacks & Confectionery,Biscuits & Cookies,169.42,101.88,MetroBrand
SKU00763,HomeStyle Bath & Body 250ml,Personal Care,Bath & Body,371.03,280.57,HomeStyle
SKU00764,HomeStyle Notebooks 250ml,Stationery & Office,Notebooks,31.66,20.05,HomeStyle
SKU00765,NovaFresh First Aid 500ml,Health & Wellness,First Aid,877.06,584.76,NovaFresh
SKU00766,QuickBite Laundry 1kg,Home Care,Laundry,295.07,172.1,QuickBite
SKU00767,PrimeCare Frozen Meat 500ml,Frozen Foods,Frozen Meat,296.5,210.39,PrimeCare
SKU00768,HomeStyle Men's Wear 250g,Apparel & Footwear,Men's Wear,831.66,621.9,HomeStyle
SKU00769,UrbanBite Eggs 2kg,Dairy & Bakery,Eggs,241.93,157.88,UrbanBite
SKU00770,PurePlus OTC Medicine Family Pack,Health & Wellness,OTC Medicine,994.68,790.31,PurePlus
SKU00771,QuickBite Cookware Pack of 12,Home & Kitchen,Cookware,512.74,315.03,QuickBite
SKU00772,PureLife Ready Meals 500g,Frozen Foods,Ready Meals,289.73,222.59,PureLife
SKU00773,NutriPlus Air Fresheners 2kg,Home Care,Air Fresheners,139.16,101.63,NutriPlus
SKU00774,GreenValley Energy Drinks 1kg,Beverages,Energy Drinks,94.61,73.97,GreenValley
SKU00775,PurePlus Candy 2kg,Snacks & Confectionery,Candy,52.62,38.68,PurePlus
SKU00776,GreenValley Notebooks Pack of 12,Stationery & Office,Notebooks,94.31,63.54,GreenValley
SKU00777,TrueTaste Ice Cream Large,Frozen Foods,Ice Cream,392.29,256.31,TrueTaste
SKU00778,TrueTaste Bread Pack of 12,Dairy & Bakery,Bread,296.04,224.21,TrueTaste
SKU00779,FreshFarm Laundry 1L,Home Care,Laundry,664.45,505.04,FreshFarm
SKU00780,PurePlus Frozen Meat 500g,Frozen Foods,Frozen Meat,575.16,401.02,PurePlus
SKU00781,ZestyCo Ready Meals 500g,Frozen Foods,Ready Meals,459.08,333.08,ZestyCo
SKU00782,BasicNeeds Batteries Medium,Electronics & Accessories,Batteries,1731.92,1152.96,BasicNeeds
SKU00783,UrbanBite Butter & Ghee Pack of 12,Dairy & Bakery,Butter & Ghee,196.79,118.98,UrbanBite
SKU00784,HealthFirst Vitamins & Supplements 1L,Health & Wellness,Vitamins & Supplements,397.04,223.33,HealthFirst
SKU00785,EverydayPlus Pest Control 2L,Home Care,Pest Control,269.35,192.16,EverydayPlus
SKU00786,UrbanBite Notebooks Medium,Stationery & Office,Notebooks,392.95,281.86,UrbanBite
SKU00787,NatureBlend Soft Drinks Medium,Beverages,Soft Drinks,134.46,96.32,NatureBlend
SKU00788,MetroBrand Tea 250g,Beverages,Tea,88.38,61.04,MetroBrand
SKU00789,PureLife Pest Control 250ml,Home Care,Pest Control,361.91,230.03,PureLife
SKU00790,DailyBest Frozen Vegetables 100g,Frozen Foods,Frozen Vegetables,433.16,264.45,DailyBest
SKU00791,SoftTouch Mobile Accessories 250ml,Electronics & Accessories,Mobile Accessories,565.04,320.05,SoftTouch
SKU00792,NutriPlus Oral Care Pack of 6,Personal Care,Oral Care,665.85,390.86,NutriPlus
SKU00793,QuickBite Cookware 1kg,Home & Kitchen,Cookware,1050.17,742.55,QuickBite
SKU00794,PurePlus Air Fresheners 500g,Home Care,Air Fresheners,120.35,89.3,PurePlus
SKU00795,NutriPlus Juices 1L,Beverages,Juices,51.36,39.9,NutriPlus
SKU00796,NatureBlend Soft Drinks 1L,Beverages,Soft Drinks,103.4,59.04,NatureBlend
SKU00797,HealthFirst Notebooks Pack of 12,Stationery & Office,Notebooks,118.14,89.02,HealthFirst
SKU00798,CrispKing Energy Drinks 100g,Beverages,Energy Drinks,138.98,97.2,CrispKing
SKU00799,SmartBuy Office Supplies 1kg,Stationery & Office,Office Supplies,164.49,102.86,SmartBuy
SKU00800,PureLife Bread Small,Dairy & Bakery,Bread,207.83,152.02,PureLife
SKU00801,PurePlus Bottled Water Pack of 12,Beverages,Bottled Water,83.92,66.91,PurePlus
SKU00802,GreenValley Eggs Large,Dairy & Bakery,Eggs,196.6,126.78,GreenValley
SKU00803,SmartBuy Vitamins & Supplements Medium,Health & Wellness,Vitamins & Supplements,1383.89,978.22,SmartBuy
SKU00804,CrispKing Air Fresheners Medium,Home Care,Air Fresheners,120.97,74.42,CrispKing
SKU00805,DailyBest Kids Wear 1L,Apparel & Footwear,Kids Wear,959.48,576.89,DailyBest
SKU00806,EverydayPlus OTC Medicine Family Pack,Health & Wellness,OTC Medicine,186.07,109.28,EverydayPlus
SKU00807,MetroBrand Hair Care 500ml,Personal Care,Hair Care,426.13,237.8,MetroBrand
SKU00808,EliteHome OTC Medicine Large,Health & Wellness,OTC Medicine,1221.51,892.87,EliteHome
SKU00809,QuickBite Writing Instruments 250ml,Stationery & Office,Writing Instruments,54.18,31.78,QuickBite
SKU00810,CityFresh Men's Grooming 500ml,Personal Care,Men's Grooming,218.62,157.2,CityFresh
SKU00811,TrueTaste Juices Pack of 12,Beverages,Juices,112.67,86.46,TrueTaste
SKU00812,NovaFresh Bath & Body 250ml,Personal Care,Bath & Body,799.7,609.09,NovaFresh
SKU00813,DailyBest Home Decor 500g,Home & Kitchen,Home Decor,1860.66,1162.43,DailyBest
SKU00814,NovaFresh Biscuits & Cookies Large,Snacks & Confectionery,Biscuits & Cookies,76.67,44.55,NovaFresh
SKU00815,SoftTouch Office Supplies 500ml,Stationery & Office,Office Supplies,43.87,28.99,SoftTouch
SKU00816,CleanWave Vitamins & Supplements Large,Health & Wellness,Vitamins & Supplements,169.52,100.92,CleanWave
SKU00817,NatureBlend OTC Medicine 250ml,Health & Wellness,OTC Medicine,1401.77,901.87,NatureBlend
SKU00818,CleanWave Bread Family Pack,Dairy & Bakery,Bread,363.79,251.82,CleanWave
SKU00819,NovaFresh Notebooks Pack of 6,Stationery & Office,Notebooks,187.97,133.66,NovaFresh
SKU00820,FamilyChoice Rice & Grains Small,Grocery,Rice & Grains,487.11,294.5,FamilyChoice
SKU00821,GoldenHarvest Eggs Small,Dairy & Bakery,Eggs,206.41,125.25,GoldenHarvest
SKU00822,SmartBuy Dishwashing 1kg,Home Care,Dishwashing,344.04,263.7,SmartBuy
SKU00823,HealthFirst Surface Cleaners Medium,Home Care,Surface Cleaners,183.03,143.9,HealthFirst
SKU00824,FamilyChoice Laundry Family Pack,Home Care,Laundry,391.75,278.38,FamilyChoice
SKU00825,BasicNeeds Energy Drinks Pack of 6,Beverages,Energy Drinks,79.31,54.66,BasicNeeds
SKU00826,UrbanBite Chocolates Family Pack,Snacks & Confectionery,Chocolates,186.38,133.17,UrbanBite
SKU00827,NutriPlus Energy Drinks Medium,Beverages,Energy Drinks,194.95,113.49,NutriPlus
SKU00828,PrimeCare Frozen Vegetables Pack of 6,Frozen Foods,Frozen Vegetables,552.83,428.03,PrimeCare
SKU00829,NutriPlus Hair Care 1L,Personal Care,Hair Care,648.89,390.73,NutriPlus
SKU00830,TrueTaste Ice Cream Medium,Frozen Foods,Ice Cream,290.01,208.06,TrueTaste
SKU00831,MetroBrand First Aid 500g,Health & Wellness,First Aid,950.49,575.51,MetroBrand
SKU00832,ZestyCo Small Appliances 2L,Electronics & Accessories,Small Appliances,946.53,687.6,ZestyCo
SKU00833,SmartBuy Ready Meals Medium,Frozen Foods,Ready Meals,325.22,240.13,SmartBuy
SKU00834,QuickBite OTC Medicine Family Pack,Health & Wellness,OTC Medicine,754.91,555.06,QuickBite
SKU00835,FamilyChoice Vitamins & Supplements 2kg,Health & Wellness,Vitamins & Supplements,837.84,550.61,FamilyChoice
SKU00836,GoldenHarvest Vitamins & Supplements 250g,Health & Wellness,Vitamins & Supplements,765.01,536.85,GoldenHarvest
SKU00837,PremiumSelect OTC Medicine 250ml,Health & Wellness,OTC Medicine,141.0,98.63,PremiumSelect
SKU00838,ZestyCo Bread Medium,Dairy & Bakery,Bread,300.1,219.1,ZestyCo
SKU00839,EverydayPlus Candy 1L,Snacks & Confectionery,Candy,83.64,56.44,EverydayPlus
SKU00840,PremiumSelect Kids Wear 100g,Apparel & Footwear,Kids Wear,2808.27,1900.7,PremiumSelect
SKU00841,CleanWave Skin Care 250g,Personal Care,Skin Care,604.4,435.83,CleanWave
SKU00842,GoldenHarvest Frozen Meat 250ml,Frozen Foods,Frozen Meat,219.97,130.34,GoldenHarvest
SKU00843,SmartBuy Candy 250ml,Snacks & Confectionery,Candy,121.04,86.32,SmartBuy
SKU00844,NatureBlend Air Fresheners 500g,Home Care,Air Fresheners,246.71,144.83,NatureBlend
SKU00845,ZestyCo Frozen Vegetables 1L,Frozen Foods,Frozen Vegetables,670.83,490.52,ZestyCo
SKU00846,ZestyCo Vitamins & Supplements 1L,Health & Wellness,Vitamins & Supplements,685.87,443.91,ZestyCo
SKU00847,CrispKing Ready Meals 500g,Frozen Foods,Ready Meals,398.86,303.09,CrispKing
SKU00848,NovaFresh Men's Grooming 1kg,Personal Care,Men's Grooming,704.92,403.29,NovaFresh
SKU00849,ValueChoice Office Supplies Pack of 6,Stationery & Office,Office Supplies,106.11,70.58,ValueChoice
SKU00850,GoldenHarvest Frozen Vegetables Family Pack,Frozen Foods,Frozen Vegetables,840.4,497.35,GoldenHarvest
SKU00851,PremiumSelect Kids Wear Family Pack,Apparel & Footwear,Kids Wear,2160.89,1657.87,PremiumSelect
SKU00852,HomeStyle Small Appliances 2L,Electronics & Accessories,Small Appliances,872.61,507.26,HomeStyle
SKU00853,QuickBite Ice Cream 100g,Frozen Foods,Ice Cream,798.7,536.17,QuickBite
SKU00854,MetroBrand Storage & Containers Large,Home & Kitchen,Storage & Containers,1449.64,835.45,MetroBrand
SKU00855,NutriPlus Bottled Water Family Pack,Beverages,Bottled Water,141.42,105.98,NutriPlus
SKU00856,GreenValley Notebooks 2kg,Stationery & Office,Notebooks,127.62,79.19,GreenValley
SKU00857,EverydayPlus Cookware 500ml,Home & Kitchen,Cookware,449.3,313.84,EverydayPlus
SKU00858,NutriPlus Ice Cream 100g,Frozen Foods,Ice Cream,702.78,416.42,NutriPlus
SKU00859,CleanWave Mobile Accessories Medium,Electronics & Accessories,Mobile Accessories,2293.14,1462.8,CleanWave
SKU00860,FamilyChoice Frozen Vegetables Small,Frozen Foods,Frozen Vegetables,680.17,393.43,FamilyChoice
SKU00861,MetroBrand Butter & Ghee 100g,Dairy & Bakery,Butter & Ghee,194.86,134.01,MetroBrand
SKU00862,CleanWave Footwear Pack of 12,Apparel & Footwear,Footwear,1745.5,961.53,CleanWave
SKU00863,NovaFresh Namkeen 500ml,Snacks & Confectionery,Namkeen,183.57,146.54,NovaFresh
SKU00864,HomeStyle Bread 2L,Dairy & Bakery,Bread,223.39,146.11,HomeStyle
SKU00865,SunriseFoods Ice Cream 1kg,Frozen Foods,Ice Cream,357.37,252.79,SunriseFoods
SKU00866,PrimeCare Cookware Medium,Home & Kitchen,Cookware,1323.47,822.8,PrimeCare
SKU00867,FamilyChoice Hair Care 500ml,Personal Care,Hair Care,192.87,118.29,FamilyChoice
SKU00868,HealthFirst Laundry Medium,Home Care,Laundry,139.73,106.41,HealthFirst
SKU00869,UrbanBite Spices & Seasoning 500g,Grocery,Spices & Seasoning,202.64,149.86,UrbanBite
SKU00870,EliteHome Coffee 2L,Beverages,Coffee,272.85,193.95,EliteHome
SKU00871,EverydayPlus Pulses & Lentils 2kg,Grocery,Pulses & Lentils,407.35,300.66,EverydayPlus
SKU00872,GreenValley Pulses & Lentils Family Pack,Grocery,Pulses & Lentils,215.12,127.74,GreenValley
SKU00873,QuickBite Cookware 2L,Home & Kitchen,Cookware,1732.6,1357.53,QuickBite
SKU00874,ValueChoice Home Decor Pack of 12,Home & Kitchen,Home Decor,872.01,578.74,ValueChoice
SKU00875,DailyBest Women's Wear 250g,Apparel & Footwear,Women's Wear,1556.21,1193.89,DailyBest
SKU00876,SunriseFoods Spices & Seasoning Pack of 12,Grocery,Spices & Seasoning,92.51,67.9,SunriseFoods
SKU00877,SparkleClean Cooking Oil 250g,Grocery,Cooking Oil,157.68,98.0,SparkleClean
SKU00878,ZestyCo Eggs 250ml,Dairy & Bakery,Eggs,92.39,63.96,ZestyCo
SKU00879,CleanWave Ice Cream 1kg,Frozen Foods,Ice Cream,655.37,518.83,CleanWave
SKU00880,GreenValley Hair Care 100g,Personal Care,Hair Care,550.09,307.65,GreenValley
SKU00881,CrispKing Pest Control 2L,Home Care,Pest Control,398.92,261.94,CrispKing
SKU00882,CityFresh Namkeen 1kg,Snacks & Confectionery,Namkeen,72.68,51.25,CityFresh
SKU00883,NutriPlus Small Appliances 1L,Electronics & Accessories,Small Appliances,3121.32,1981.96,NutriPlus
SKU00884,HomeStyle Yogurt Small,Dairy & Bakery,Yogurt,202.79,127.65,HomeStyle
SKU00885,SunriseFoods Pulses & Lentils 500g,Grocery,Pulses & Lentils,188.68,139.09,SunriseFoods
SKU00886,HomeStyle Mobile Accessories Pack of 12,Electronics & Accessories,Mobile Accessories,1510.84,1177.07,HomeStyle
SKU00887,EverydayPlus Storage & Containers 2kg,Home & Kitchen,Storage & Containers,470.11,321.75,EverydayPlus
SKU00888,UrbanBite Pulses & Lentils 2kg,Grocery,Pulses & Lentils,244.92,192.76,UrbanBite
SKU00889,NutriPlus Surface Cleaners 2L,Home Care,Surface Cleaners,437.44,251.67,NutriPlus
SKU00890,EliteHome Men's Wear Pack of 6,Apparel & Footwear,Men's Wear,539.8,327.59,EliteHome
SKU00891,QuickBite Batteries Pack of 6,Electronics & Accessories,Batteries,900.14,514.82,QuickBite
SKU00892,EverydayPlus Storage & Containers 500g,Home & Kitchen,Storage & Containers,1679.83,1106.81,EverydayPlus
SKU00893,FreshFarm Hair Care 2L,Personal Care,Hair Care,690.66,488.07,FreshFarm
SKU00894,GoldenHarvest Bath & Body 1kg,Personal Care,Bath & Body,353.19,211.96,GoldenHarvest
SKU00895,CrispKing Batteries 2kg,Electronics & Accessories,Batteries,2043.22,1352.89,CrispKing
SKU00896,PrimeCare Bottled Water Family Pack,Beverages,Bottled Water,194.43,140.2,PrimeCare
SKU00897,EverydayPlus Chips & Crisps 250g,Snacks & Confectionery,Chips & Crisps,88.62,62.91,EverydayPlus
SKU00898,PureLife First Aid 500ml,Health & Wellness,First Aid,964.85,682.46,PureLife
SKU00899,PurePlus Mobile Accessories 500ml,Electronics & Accessories,Mobile Accessories,2040.92,1431.72,PurePlus
SKU00900,FreshFarm Juices 1kg,Beverages,Juices,85.01,67.72,FreshFarm
SKU00901,PremiumSelect Frozen Meat Small,Frozen Foods,Frozen Meat,653.7,476.21,PremiumSelect
SKU00902,SmartBuy Skin Care 1L,Personal Care,Skin Care,535.55,416.08,SmartBuy
SKU00903,SmartBuy Frozen Meat Pack of 12,Frozen Foods,Frozen Meat,413.75,326.01,SmartBuy
SKU00904,ZestyCo Notebooks 250ml,Stationery & Office,Notebooks,161.57,123.59,ZestyCo
SKU00905,UrbanBite Sugar & Salt Large,Grocery,Sugar & Salt,247.57,142.05,UrbanBite
SKU00906,HomeStyle Office Supplies Pack of 12,Stationery & Office,Office Supplies,101.64,69.35,HomeStyle
SKU00907,GreenValley Laundry 2kg,Home Care,Laundry,365.98,236.2,GreenValley
SKU00908,NatureBlend Kids Wear Family Pack,Apparel & Footwear,Kids Wear,2108.67,1210.94,NatureBlend
SKU00909,FamilyChoice Air Fresheners Medium,Home Care,Air Fresheners,403.57,278.89,FamilyChoice
SKU00910,BasicNeeds Butter & Ghee 2L,Dairy & Bakery,Butter & Ghee,313.65,189.2,BasicNeeds
SKU00911,SparkleClean Women's Wear 100g,Apparel & Footwear,Women's Wear,1548.8,1077.09,SparkleClean
SKU00912,CleanWave Small Appliances 2L,Electronics & Accessories,Small Appliances,1248.26,941.62,CleanWave
SKU00913,SunriseFoods Bottled Water Pack of 12,Beverages,Bottled Water,77.47,50.24,SunriseFoods
SKU00914,PremiumSelect Mobile Accessories 250ml,Electronics & Accessories,Mobile Accessories,3426.97,2698.59,PremiumSelect
SKU00915,BasicNeeds Women's Wear 500g,Apparel & Footwear,Women's Wear,771.32,572.02,BasicNeeds
SKU00916,MetroBrand Hair Care 2L,Personal Care,Hair Care,268.02,201.3,MetroBrand
SKU00917,PremiumSelect Writing Instruments Medium,Stationery & Office,Writing Instruments,182.25,105.35,PremiumSelect
SKU00918,CleanWave Vitamins & Supplements 2kg,Health & Wellness,Vitamins & Supplements,1559.59,1225.01,CleanWave
SKU00919,PrimeCare Skin Care 500ml,Personal Care,Skin Care,576.32,321.95,PrimeCare
SKU00920,PremiumSelect Sugar & Salt 100g,Grocery,Sugar & Salt,114.73,87.31,PremiumSelect
SKU00921,SoftTouch Mobile Accessories Pack of 12,Electronics & Accessories,Mobile Accessories,3363.82,1875.04,SoftTouch
SKU00922,TrueTaste Namkeen Medium,Snacks & Confectionery,Namkeen,60.32,35.63,TrueTaste
SKU00923,EverydayPlus Kids Wear Small,Apparel & Footwear,Kids Wear,1212.74,762.61,EverydayPlus
SKU00924,FreshFarm Ice Cream 500ml,Frozen Foods,Ice Cream,401.13,294.61,FreshFarm
SKU00925,CrispKing Pest Control 100g,Home Care,Pest Control,196.68,152.4,CrispKing
SKU00926,NutriPlus Soft Drinks 1L,Beverages,Soft Drinks,285.44,204.55,NutriPlus
SKU00927,SunriseFoods Mobile Accessories Family Pack,Electronics & Accessories,Mobile Accessories,1598.84,1170.26,SunriseFoods
SKU00928,SoftTouch Juices 250g,Beverages,Juices,125.37,78.04,SoftTouch
SKU00929,TrueTaste Surface Cleaners 1kg,Home Care,Surface Cleaners,158.05,125.47,TrueTaste
